time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
9.19500000,-3.92360169,-3.30223663,-44.51502577,-0.67680528,0.95551063,-0.31914674,-4.76671328,5.06229453,0.00000000,-4.69092317,3.72778764,18.12132607,-0.29929852,0.00000000,-21.48764109,-1.47978292,-5.00000214
9.20000000,-3.91966589,-3.43743720,-44.14168820,-0.67630188,0.95544001,-0.31661102,-4.82972840,5.32176501,0.00000000,-5.06220998,4.14090222,17.81049220,-0.36607348,0.00000000,-21.20751453,-1.75930443,-5.00000214
9.20500000,-3.91540001,-3.42029741,-43.62803871,-0.67545706,0.95497863,-0.31436985,-4.85077303,5.45511375,0.00000000,-5.27732375,4.16425320,17.70088193,-0.25960727,0.00000000,-21.14000284,-1.76784635,-5.00000214
9.21000000,-3.91692780,-3.51975019,-43.29996603,-0.67501428,0.95474802,-0.31195732,-4.79157192,5.68401538,0.00000000,-5.79261959,4.55552100,17.44699280,-0.30645220,0.00000000,-20.96979934,-1.69616292,-5.00000214
9.21500000,-3.91491657,-3.50246802,-42.86028480,-0.67395335,0.95432812,-0.30970906,-4.79645093,5.79745100,0.00000000,-6.03050892,4.61705272,17.30037759,-0.20870119,0.00000000,-20.86441888,-1.64463014,-5.00000214
9.22000000,-3.90971348,-3.53279131,-42.69666049,-0.67338109,0.95419313,-0.30719993,-4.61387700,5.94139944,0.00000000,-6.70426257,4.99490963,16.97401635,-0.25942069,0.00000000,-20.51025935,-1.44578226,-5.00000214
9.22500000,-3.90832414,-3.48995909,-42.41897285,-0.67273067,0.95373466,-0.30495017,-4.38036556,6.02172476,0.00000000,-7.37271034,5.52023698,16.84238730,-0.24237633,0.00000000,-20.39862754,-1.16521290,-5.00000214
9.23000000,-3.90467057,-3.50318062,-42.15530030,-0.67197817,0.95331963,-0.30255376,-4.25596398,6.15450036,0.00000000,-7.90512809,5.68709935,16.62801611,-0.28053643,0.00000000,-20.22219210,-0.90535989,-5.00000214
9.23500000,-3.90241465,-3.52055656,-41.84776685,-0.67103470,0.95296862,-0.30005200,-4.22960813,6.28704037,0.00000000,-8.23594144,5.74862668,16.46564075,-0.33637549,0.00000000,-20.13988827,-0.80574866,-5.00000214
9.24000000,-3.89749567,-3.47981082,-41.82467522,-0.67038832,0.95238865,-0.29797696,-3.77183679,6.31763161,0.00000000,-9.35422677,6.50852666,16.41449884,-0.41221040,0.00000000,-20.24663734,-0.28100802,-5.00000214
9.24500000,-3.89492297,-3.51657161,-41.67586399,-0.66958005,0.95202632,-0.29542546,-3.57344353,6.44830333,0.00000000,-10.08398329,6.73408265,16.17273069,-0.50124044,0.00000000,-20.11108490,0.02612285,-5.00000214
9.25000000,-3.88798352,-3.48035673,-41.53381942,-0.66883155,0.95173770,-0.29325755,-3.26148876,6.49821733,0.00000000,-10.88696880,6.99323386,16.06133819,-0.56139836,0.00000000,-20.10902661,0.28880359,-5.00000214
9.25500000,-3.88146283,-3.46119586,-41.38517829,-0.66798635,0.95140607,-0.29127678,-2.93407703,6.54681582,0.00000000,-11.74386561,7.36946730,16.05414406,-0.61594678,0.00000000,-20.31531753,0.54945834,-5.00000214
9.26000000,-3.87600411,-3.46558770,-41.34357124,-0.66723677,0.95109987,-0.28884338,-2.60201727,6.62351273,0.00000000,-12.65378371,7.57510530,15.98009122,-0.72447389,0.00000000,-20.47102898,0.80821575,-5.00000214
9.26500000,-3.87257935,-3.48899044,-41.13729109,-0.66661954,0.95103911,-0.28680160,-2.27255877,6.71908050,0.00000000,-13.51998371,7.59025237,15.91421863,-0.80237756,0.00000000,-20.54958723,0.91389788,-5.00000214
