time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
9.15500000,0.31667908,-3.92143918,45.07364824,0.23077811,0.95784265,-0.70773168,-0.15859955,2.25181900,0.00000000,-5.29569360,1.91001770,23.66725245,1.10062298,0.00000000,-26.15256966,-3.87495676,-5.00000214
9.16000000,0.42425023,-3.92327254,45.48872997,0.23290311,0.95764192,-0.70828862,-0.32322732,2.45418307,0.00000000,-5.42770827,2.09407141,23.37664745,1.22627176,0.00000000,-25.36284978,-4.05522989,-5.00000214
9.16500000,0.40002187,-3.92306902,45.88205523,0.23526407,0.95744331,-0.70856911,-0.33575914,2.57803834,0.00000000,-5.64609316,2.31100787,23.09662203,1.40333941,0.00000000,-24.43442796,-4.59219833,-5.00000214
9.17000000,0.53976816,-3.92476783,46.35050430,0.23714004,0.95703192,-0.70927055,-0.49165418,2.79056616,0.00000000,-5.83845803,2.52559232,22.87571578,1.50536994,0.00000000,-23.93612698,-4.67884814,-5.00000214
9.17500000,0.63626332,-3.92534090,46.83998048,0.23930058,0.95695871,-0.70980682,-0.61863661,2.99548245,0.00000000,-6.00965034,2.72769933,22.60681037,1.60087296,0.00000000,-23.37189310,-4.79498619,-5.00000214
9.18000000,0.71426780,-3.92578939,47.32857429,0.24155508,0.95665672,-0.71063303,-0.75932125,3.18108377,0.00000000,-6.16839194,2.96501140,22.38037091,1.70954657,0.00000000,-22.93969137,-4.94881121,-5.00000214
9.18500000,0.81314648,-3.92785328,47.73445084,0.24388263,0.95640324,-0.71083959,-0.79268326,3.41040882,0.00000000,-6.47549190,3.15510423,22.09062901,1.73034047,0.00000000,-22.45976083,-5.10742232,-5.00000214
9.19000000,0.99327328,-3.92858887,48.21393401,0.24599033,0.95613484,-0.71156828,-0.93604605,3.67836601,0.00000000,-6.73610344,3.37796495,21.88334689,1.72498648,0.00000000,-22.27574378,-5.34702603,-5.00000214
9.19500000,0.99075537,-3.93209233,48.67494280,0.24859945,0.95570590,-0.71219976,-0.98162624,3.83384728,0.00000000,-6.93621398,3.42824604,21.72951739,1.78976664,0.00000000,-22.13893201,-5.37971048,-5.00000214
9.20000000,1.22359018,-3.92882986,49.06282661,0.25117675,0.95572207,-0.71268246,-1.13594431,4.17253953,0.00000000,-7.25430535,3.75543980,21.35360311,1.65154033,0.00000000,-21.88564309,-5.54099035,-5.00000214
9.20500000,1.31711263,-3.92704238,49.55309489,0.25350316,0.95534054,-0.71337937,-1.21549784,4.39475860,0.00000000,-7.52046083,3.95902901,21.16231912,1.66316534,0.00000000,-21.83734712,-5.54521791,-5.00000214
9.21000000,1.30985799,-3.92703511,49.97782252,0.25595502,0.95509195,-0.71401619,-1.22115386,4.52971820,0.00000000,-7.75319026,4.00100933,21.00877327,1.73628804,0.00000000,-21.74257211,-5.48105751,-5.00000214
9.21500000,1.37968110,-3.92151765,50.30461200,0.25827009,0.95464707,-0.71487892,-1.15987889,4.70128563,0.00000000,-8.28516079,4.53588895,20.74854556,1.74733374,0.00000000,-21.60798084,-5.05831024,-5.00000214
9.22000000,1.33323112,-3.92016924,50.66743683,0.26078401,0.95449186,-0.71569365,-1.15156700,4.79860467,0.00000000,-8.49634986,4.53170921,20.61483142,1.79844892,0.00000000,-21.51562945,-5.02575479,-5.00000214
9.22500000,1.41536278,-3.91781285,50.87586713,0.26326518,0.95431635,-0.71635702,-1.03489541,4.98241652,0.00000000,-9.10578206,4.72738046,20.26717696,1.69229236,0.00000000,-21.19337257,-4.73712881,-5.00000214
9.23000000,1.36358624,-3.91215554,51.12110559,0.26572919,0.95382766,-0.71703963,-0.85352632,5.06028379,0.00000000,-9.66961534,5.07892976,20.10148261,1.70567303,0.00000000,-21.05620370,-4.36296757,-5.00000214
9.23500000,1.42433984,-3.90887843,51.33441796,0.26830076,0.95350284,-0.71781985,-0.76502120,5.22074415,0.00000000,-10.19029224,5.26764474,19.87427301,1.59357548,0.00000000,-20.93716055,-4.14432998,-5.00000214
9.24000000,1.30192580,-3.90673236,51.48095186,0.27050009,0.95292540,-0.71867947,-0.44667543,5.20056414,0.00000000,-10.93262136,5.73067962,19.90551501,1.60341836,0.00000000,-21.08017189,-3.76433281,-5.00000214
9.24500000,1.35862523,-3.90113736,51.63356031,0.27310354,0.95259242,-0.71951167,-0.30380667,5.34999386,0.00000000,-11.58400460,5.96287793,19.65637919,1.49691356,0.00000000,-20.97004542,-3.40257485,-5.00000214
9.25000000,1.35695745,-3.89310625,51.80630814,0.27541804,0.95242519,-0.72032173,-0.10711736,5.43468335,0.00000000,-12.20880798,6.00098134,19.50966403,1.40539390,0.00000000,-20.95446043,-3.25482743,-5.00000214
9.25500000,1.26593818,-3.89154052,51.96881950,0.27748734,0.95199354,-0.72117455,0.24417058,5.43170056,0.00000000,-13.03415283,6.47912383,19.55970366,1.40767940,0.00000000,-21.18154164,-2.91977458,-5.00000214
9.26000000,1.33078334,-3.88242899,52.03390198,0.27999929,0.95183082,-0.72200922,0.44964591,5.56251193,0.00000000,-13.77257239,6.46590200,19.43321672,1.24524557,0.00000000,-21.30419317,-2.79369455,-5.00000214
9.26500000,1.38550603,-3.88061696,52.26420525,0.28217060,0.95178713,-0.72261581,0.69745715,5.69657543,0.00000000,-14.52670803,6.48777022,19.34627172,1.13955626,0.00000000,-21.38841667,-2.65461888,-5.00000214
9.27000000,1.13573289,-3.87762748,52.37925826,0.28392053,0.95137342,-0.72372080,1.27047176,5.50715495,0.00000000,-15.56150158,6.82232482,19.54934760,1.27402399,0.00000000,-21.68572698,-2.44203958,-5.00000214
9.27500000,1.18750723,-3.87206272,52.54499202,0.28631338,0.95152633,-0.72447822,1.57184212,5.61238374,0.00000000,-16.46765163,6.52900401,19.41985547,1.15994970,0.00000000,-21.71284527,-2.39039151,-5.00000214
