Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0,-0.40731401,6.4654444,90.31032317,0.58560397,0.97000722,-0.6941677,-3.87968251,-1.77575515,-28.21353069,-6.88611516,9.15854858,2.2072313,0,-3.13037853,-1.79367341,-18.28376555,-6.79651291,6.90017178,4.29761622,0,0,0,0
0.005,-0.39215505,6.49770086,90.32975687,0.58558259,0.97005333,-0.69417841,-3.93817475,-1.73840261,-28.13406533,-6.83471846,9.11212537,2.04444679,0,-3.15304805,-1.8248262,-18.36475487,-6.82016518,6.93737589,4.48498731,0,0,0,0
0.01,-0.39993186,6.49039727,90.3446075,0.58552215,0.97005693,-0.69417187,-3.9302996,-1.74954941,-28.14488686,-6.83798065,9.11499684,2.03147239,0,-3.14992667,-1.81286288,-18.35064001,-6.80438352,6.93539191,4.50299029,0,0,0,0
0.015,-0.39948295,6.49090589,90.3554397,0.58546835,0.97006809,-0.69416039,-3.93046981,-1.7520712,-28.14655602,-6.84076526,9.11244022,2.02984104,0,-3.1497371,-1.81124285,-18.34605066,-6.80013549,6.93638304,4.50699147,0,0,0,0
0.02,-0.40396755,6.48945655,90.37116536,0.58540468,0.97007594,-0.69415699,-3.92953372,-1.7597758,-28.16887247,-6.84266055,9.10438025,2.01674331,0,-3.15475398,-1.80195424,-18.31375011,-6.78179609,6.94288306,4.53014091,0,0,0,0
0.025,-0.40730553,6.49170985,90.39322916,0.58533866,0.97008568,-0.69416049,-3.93750139,-1.76377985,-28.19335003,-6.83749159,9.10160329,2.00852315,0,-3.15774159,-1.79648382,-18.28663788,-6.77490901,6.94404978,4.54247226,0,0,0,0
0.03,-0.40699004,6.49183514,90.40285721,0.58527805,0.97009184,-0.69416414,-3.93931329,-1.76679762,-28.20755943,-6.83738493,9.09577676,2.00788791,0,-3.16267142,-1.79234876,-18.26844389,-6.76283216,6.95078405,4.54809668,0,0,0,0
0.035,-0.40887008,6.49134122,90.41475023,0.58521546,0.97009482,-0.69416733,-3.94065836,-1.7718392,-28.22501575,-6.83718704,9.09293709,2.00772056,0,-3.16601281,-1.78602833,-18.24753319,-6.75153134,6.95508624,4.5525029,0,0,0,0
0.04,-0.4066267,6.49114724,90.41522989,0.58516485,0.97009774,-0.69416986,-3.94103497,-1.77315275,-28.22521617,-6.83711149,9.09291908,2.00771109,0,-3.16578401,-1.78533253,-18.24727865,-6.75121651,6.9551969,4.55254334,0,0,0,0
0.045,-0.40885875,6.48541953,90.42562284,0.58510313,0.97009304,-0.69418451,-3.93547951,-1.77961841,-28.24480421,-6.84082758,9.0889475,2.0054537,0,-3.16908552,-1.77685593,-18.22387568,-6.73092527,6.96554523,4.55943814,0,0,0,0
0.05,-0.40682607,6.4849642,90.42614757,0.585057,0.97009449,-0.69419297,-3.93589269,-1.78078223,-28.24502485,-6.84089015,9.08896174,2.0054881,0,-3.16894765,-1.77621376,-18.22354407,-6.73078806,6.9655922,4.5594278,0,0,0,0
0.055,-0.41014323,6.47677681,90.44915147,0.58499617,0.97008742,-0.69420427,-3.92635145,-1.78852409,-28.28485835,-6.85163693,9.09146708,2.02035572,0,-3.16231425,-1.76910474,-18.17197775,-6.72183626,6.96865197,4.54748285,0,0,0,0
0.06,-0.40786271,6.47576072,90.44899505,0.58495032,0.97008802,-0.69422093,-3.92676104,-1.78963653,-28.28515092,-6.85153087,9.09156646,2.02035337,0,-3.1624342,-1.76843389,-18.17202105,-6.72150163,6.96896363,4.54727645,0,0,0,0
0.065,-0.40449966,6.46774958,90.44749944,0.58491384,0.97007981,-0.69424719,-3.91918992,-1.78908718,-28.29389268,-6.85227574,9.09262557,2.02078757,0,-3.16411386,-1.76626194,-18.17008494,-6.70388633,6.98220411,4.54359425,0,0,0,0
0.07,-0.40270248,6.46681989,90.44752948,0.58487625,0.97008229,-0.69426745,-3.91948882,-1.7898372,-28.29399531,-6.85264801,9.09261608,2.02087978,0,-3.1642746,-1.76556835,-18.16965338,-6.70405383,6.98235201,4.54359624,0,0,0,0
0.075,-0.40096757,6.46570781,90.44768088,0.58483998,0.97008465,-0.69428985,-3.9196448,-1.79051926,-28.29417509,-6.85317586,9.0926367,2.0209085,0,-3.16449889,-1.7648778,-18.16912812,-6.70402882,6.98275928,4.54364818,0,0,0,0
0.08,-0.3992618,6.46441484,90.4479801,0.58480461,0.97008721,-0.69431471,-3.91965632,-1.79115033,-28.2944195,-6.8538884,9.09270248,2.02087158,0,-3.16478144,-1.76418141,-18.16850179,-6.70386032,6.98342456,4.54374678,0,0,0,0
0.085,-0.3975629,6.4356978,90.46619585,0.58475397,0.97004859,-0.69431488,-3.87524706,-1.79877943,-28.32412814,-6.88999828,9.11536572,2.03188276,0,-3.12930262,-1.76377326,-18.11025587,-6.71005059,7.01704429,4.52604618,0,0,0,0
0.09,-0.39596611,6.43433161,90.46624408,0.58472063,0.97005177,-0.69434467,-3.8754971,-1.7992536,-28.32433496,-6.89018566,9.11527556,2.03190236,0,-3.12976445,-1.76301473,-18.1103757,-6.71015353,7.01709773,4.52581401,0,0,0,0
0.095,-0.39442913,6.43285331,90.46657803,0.58468614,0.97005279,-0.694376,-3.87569452,-1.79980106,-28.32454709,-6.89063107,9.11523308,2.03186402,0,-3.13019034,-1.76234393,-18.11045466,-6.71018584,7.01732893,4.52557037,0,0,0,0
0.1,-0.3959174,6.39641065,90.47446683,0.58463666,0.97001191,-0.69438281,-3.82496893,-1.81115756,-28.34901767,-6.91944159,9.13100213,2.04856391,0,-3.08893043,-1.75624899,-18.07873803,-6.71241406,7.02502416,4.48398731,0,0,0,0
0.105,-0.39443726,6.39505578,90.47486693,0.58460042,0.97001089,-0.69441937,-3.82549277,-1.81173395,-28.34898139,-6.92000149,9.13087437,2.04856694,0,-3.08968395,-1.75564365,-18.07867742,-6.712958,7.02497345,4.48387745,0,0,0,0
0.11,-0.39350159,6.39471293,90.48133985,0.58455676,0.97000924,-0.69445624,-3.82537559,-1.8136728,-28.34921538,-6.9263031,9.13081784,2.04793854,0,-3.09051266,-1.75513784,-18.07813369,-6.71409284,7.02591653,4.4820037,0,0,0,0
0.115,-0.39200732,6.39310312,90.48148799,0.58451812,0.97000434,-0.69450067,-3.82606548,-1.8144242,-28.34940304,-6.92698241,9.1310204,2.04767925,0,-3.09122594,-1.75438815,-18.07795717,-6.71493696,7.02586625,4.48190727,0,0,0,0
0.12,-0.3970769,6.39615154,90.49024028,0.58446618,0.96999913,-0.6945367,-3.82415565,-1.8256591,-28.36001944,-6.94630543,9.14656068,2.03544815,0,-3.08992785,-1.74871082,-18.07117813,-6.72789111,7.02776955,4.47443989,0,0,0,0
0.125,-0.39554482,6.39409795,90.49078123,0.58442262,0.96999193,-0.69458788,-3.82511658,-1.82646704,-28.35986754,-6.94680094,9.14676855,2.03540336,0,-3.09063487,-1.74797882,-18.07120084,-6.72844706,7.02772189,4.47424757,0,0,0,0
0.13,-0.40360363,6.39392251,90.50023668,0.58436394,0.96998151,-0.69463907,-3.82678665,-1.83819928,-28.36288685,-6.95357861,9.16638201,2.02801141,0,-3.08950694,-1.73780453,-18.06867132,-6.73488804,7.02541981,4.46300319,0,0,0,0
0.135,-0.40192709,6.39175405,90.50054114,0.58431696,0.9699722,-0.69469625,-3.82791606,-1.83912377,-28.36273702,-6.95420002,9.16645746,2.02793865,0,-3.09039976,-1.73707328,-18.06864483,-6.73552941,7.02525035,4.46281629,0,0,0,0
0.14,-0.4136062,6.39625649,90.50673529,0.58425015,0.96996677,-0.69475232,-3.83411105,-1.85621044,-28.3636957,-6.96276606,9.18575807,2.02025423,0,-3.09688913,-1.72108046,-18.0655818,-6.73764247,7.01629318,4.44569086,0,0,0,0
0.145,-0.41187569,6.39377513,90.50697572,0.58420144,0.9699572,-0.69481564,-3.83540391,-1.85722,-28.36354621,-6.96321784,9.18586328,2.02021187,0,-3.09797288,-1.72039867,-18.06556459,-6.73821103,7.01611909,4.44546516,0,0,0,0
0.15,-0.42319248,6.39549312,90.51139998,0.58413997,0.96994906,-0.69488989,-3.84580156,-1.870785,-28.36495132,-6.95738746,9.20393879,2.0167638,0,-3.10632457,-1.7035998,-18.06413167,-6.73291568,7.00772844,4.43001541,0,0,0,0
0.155,-0.4213064,6.3929644,90.51165879,0.58408916,0.96994058,-0.69495607,-3.84745046,-1.87191982,-28.3647714,-6.95809736,9.20395238,2.01674847,0,-3.10734767,-1.70286593,-18.0640172,-6.73348851,7.00747913,4.42980887,0,0,0,0
0.16,-0.43538779,6.39748788,90.51818225,0.58402812,0.96993725,-0.69503963,-3.86327598,-1.88783695,-28.36807148,-6.94973138,9.22106559,2.01559867,0,-3.12052838,-1.68275628,-18.05626654,-6.72491771,6.99632553,4.41483339,0,0,0,0
0.165,-0.43351773,6.39471539,90.51833876,0.58398107,0.96993015,-0.69511037,-3.86501741,-1.88878227,-28.36800038,-6.95039329,9.22106126,2.01560688,0,-3.12168587,-1.68198661,-18.05611956,-6.72546883,6.99612183,4.41461936,0,0,0,0
0.17,-0.4319379,6.39168246,90.51858555,0.58393844,0.96992339,-0.6951847,-3.86701204,-1.88976946,-28.36806683,-6.95067804,9.22129481,2.01559227,0,-3.12277643,-1.68106844,-18.05602454,-6.72587355,6.9959421,4.41437976,0,0,0,0
0.175,-0.45076026,6.42414068,90.53243594,0.58387524,0.96995327,-0.69530803,-3.92285252,-1.9082994,-28.40137104,-6.92981525,9.23754552,2.0348291,0,-3.1852975,-1.64879508,-18.00411679,-6.68131229,6.97329991,4.35492361,0,0,0,0
0.18,-0.44942321,6.42060931,90.53230253,0.58384507,0.96994723,-0.69538817,-3.92482856,-1.90889827,-28.4012212,-6.93002219,9.23768461,2.03506983,0,-3.18610844,-1.64815299,-18.00394016,-6.68214028,6.9732516,4.35471032,0,0,0,0
0.185,-0.45350738,6.40948255,90.53435564,0.58381697,0.96993259,-0.69548098,-3.93149783,-1.90906362,-28.40215498,-6.90415794,9.24595424,2.04257011,0,-3.18097453,-1.64123737,-17.99942383,-6.67935606,6.9775048,4.35016329,0,0,0,0
0.19,-0.45233402,6.40577588,90.53438907,0.58378978,0.96993006,-0.6955657,-3.93367183,-1.90953232,-28.40225025,-6.90466834,9.24587585,2.04269166,0,-3.18208719,-1.64058578,-17.99907891,-6.68025426,6.97744998,4.35009602,0,0,0,0
0.195,-0.45807977,6.39639506,90.5417637,0.58376247,0.96991748,-0.69566676,-3.94486205,-1.91012576,-28.41119316,-6.87568097,9.24949549,2.04970731,0,-3.17921485,-1.63235958,-17.98612748,-6.67715663,6.98473321,4.34884859,0,0,0,0
0.2,-0.45684897,6.39289705,90.54180464,0.58373653,0.9699128,-0.69574979,-3.94707947,-1.91073689,-28.41146013,-6.87618929,9.24932982,2.04980579,0,-3.18034058,-1.6318631,-17.98563915,-6.67807845,6.98474425,4.34883485,0,0,0,0
0.205,-0.45956401,6.39954298,90.56633034,0.58369624,0.96991885,-0.69585798,-3.98006793,-1.90653177,-28.45530608,-6.84363943,9.23779961,2.0738296,0,-3.18906834,-1.62943304,-17.93476962,-6.68514679,7.00220071,4.34138712,0,0,0,0
0.21,-0.458157,6.39584065,90.56607859,0.58366631,0.96991212,-0.69594115,-3.9820538,-1.90731679,-28.45556586,-6.84385451,9.23808025,2.07394078,0,-3.19016571,-1.62876933,-17.93482016,-6.68568423,7.00235839,4.34117118,0,0,0,0
0.215,-0.46389697,6.38565398,90.56563477,0.58363165,0.96989621,-0.69604522,-3.98807005,-1.91142027,-28.46277753,-6.82285932,9.24764939,2.08075974,0,-3.18884616,-1.61867146,-17.93368636,-6.68040593,7.01437274,4.33707069,0,0,0,0
0.22,-0.46239534,6.38227469,90.56556025,0.58359197,0.96989022,-0.6961262,-3.99016109,-1.91257226,-28.46290583,-6.82317836,9.24774187,2.08105541,0,-3.18986261,-1.6177712,-17.93326781,-6.68146197,7.01461852,4.33706544,0,0,0,0
0.225,-0.47861667,6.38695771,90.57843104,0.58353421,0.96988443,-0.6962237,-4.01001575,-1.93130405,-28.49139229,-6.8116233,9.25923201,2.11572881,0,-3.19367953,-1.59914448,-17.90127915,-6.6966994,7.04368886,4.332339,0,0,0,0
0.23,-0.47682573,6.38306187,90.57823757,0.58349466,0.96987817,-0.69631234,-4.01200051,-1.9321772,-28.49173974,-6.81189114,9.25953159,2.11589002,0,-3.1949029,-1.59827324,-17.90134339,-6.69739896,7.04376408,4.3322003,0,0,0,0
0.235,-0.48209239,6.37348117,90.57837137,0.58345359,0.96986292,-0.69641501,-4.01703686,-1.9370599,-28.50109327,-6.79407156,9.27084446,2.12281964,0,-3.19333548,-1.58891294,-17.90195076,-6.69303409,7.05404912,4.32927184,0,0,0,0
0.24,-0.48088329,6.36957863,90.57866172,0.58341998,0.96985964,-0.69650903,-4.01901835,-1.93792117,-28.50115663,-6.79480931,9.27092522,2.12314546,0,-3.19493738,-1.58826421,-17.90173666,-6.69428315,7.05413324,4.32925798,0,0,0,0
0.245,-0.49184463,6.39884486,90.5960273,0.58336829,0.96988421,-0.69664444,-4.06129592,-1.96354582,-28.6547039,-6.80509375,9.30933192,2.34677312,0,-3.24113713,-1.57202099,-17.86222843,-6.67991035,7.06376122,4.30422696,0,0,0,0
0.25,-0.49082367,6.39445054,90.5961374,0.58334337,0.96988124,-0.6967452,-4.06318715,-1.96435424,-28.65476443,-6.80590034,9.30943569,2.34669407,0,-3.24274941,-1.57174481,-17.86233007,-6.68088127,7.06381048,4.30413276,0,0,0,0
0.255,-0.49033187,6.38993389,90.59657583,0.58333077,0.96987962,-0.69684848,-4.0650081,-1.96475281,-28.65491256,-6.80648358,9.30974545,2.34662072,0,-3.24463171,-1.571704,-17.86260477,-6.6814891,7.06400515,4.30399683,0,0,0,0
0.26,-0.48791442,6.3819268,90.60202146,0.58332791,0.96987121,-0.69697534,-4.07080121,-1.9581738,-28.66392888,-6.79441926,9.32287992,2.34558615,0,-3.25238959,-1.57260226,-17.86692409,-6.66372854,7.07013356,4.30523007,0,0,0,0
0.265,-0.47408882,6.40701676,90.61040371,0.5833454,0.96990356,-0.69712011,-4.1150493,-1.9372149,-28.67538932,-6.78046923,9.32162715,2.35822848,0,-3.29841738,-1.5884566,-17.8609798,-6.64321591,7.065321,4.321785,0,0,0,0
0.27,-0.46202747,6.43135942,90.61194322,0.58337433,0.96993496,-0.69727596,-4.16055251,-1.91706114,-28.68738186,-6.76067288,9.31926998,2.36873191,0,-3.34784025,-1.60098651,-17.87072816,-6.61715059,7.06851052,4.33456599,0,0,0,0
0.275,-0.44682804,6.45333513,90.61566267,0.58342232,0.96996853,-0.69743515,-4.20267007,-1.892223,-28.69582446,-6.74423866,9.31738041,2.37404239,0,-3.39321151,-1.61925472,-17.87584035,-6.59398945,7.06936103,4.35214134,0,0,0,0
0.28,-0.43300392,6.49285759,90.61951165,0.58348046,0.97002041,-0.69761664,-4.27272204,-1.86397166,-28.70585868,-6.70980615,9.30747189,2.37676336,0,-3.4599464,-1.63722198,-17.89172179,-6.57007373,7.07977855,4.37900391,0,0,0,0
0.285,-0.41095405,6.5308009,90.62179032,0.58355773,0.97007321,-0.6977986,-4.33827669,-1.82653833,-28.70986135,-6.68132143,9.29928491,2.37561991,0,-3.52580228,-1.66525148,-17.90762441,-6.54419772,7.08858047,4.41361371,0,0,0,0
0.29,-0.38649752,6.57428784,90.62432013,0.58363904,0.9701334,-0.69799042,-4.41171298,-1.78525441,-28.71189262,-6.64978533,9.28850924,2.36955388,0,-3.59760829,-1.69681186,-17.92624986,-6.52016856,7.10179982,4.45660904,0,0,0,0
0.295,-0.35696737,6.61191519,90.62563669,0.58373228,0.97019094,-0.69816804,-4.47301232,-1.73996827,-28.70618533,-6.62909565,9.27875016,2.367797,0,-3.65871601,-1.73523764,-17.93592531,-6.5028443,7.11019297,4.49439041,0,0,0,0
0.3,-0.32687213,6.65183149,90.6283907,0.58382349,0.97024674,-0.69835766,-4.53903237,-1.69333389,-28.70880385,-6.60493465,9.27035093,2.35865521,0,-3.72702363,-1.77325473,-17.9505393,-6.47712039,7.12751538,4.5338329,0,0,0,0
0.305,-0.32899598,6.64660026,90.62799261,0.583882,0.97025789,-0.69849633,-4.5414881,-1.69167119,-28.70911003,-6.60590062,9.27035084,2.35839839,0,-3.73041341,-1.77463857,-17.950841,-6.47801027,7.12778247,4.53399084,0,0,0,0
0.31,-0.28514933,6.74738354,90.63335781,0.58398366,0.97036966,-0.69874371,-4.70437645,-1.61348771,-28.71541046,-6.52067536,9.24150882,2.34078997,0,-3.86984867,-1.83102,-17.98389158,-6.45075661,7.17704448,4.61398723,0,0,0,0
0.315,-0.26720525,6.79934271,90.63360819,0.58405343,0.97043137,-0.698926,-4.78320384,-1.58037722,-28.6938563,-6.49590826,9.24188973,2.31695898,0,-3.9444685,-1.85869609,-18.03111648,-6.43937052,7.19440223,4.70450348,0,0,0,0
0.32,-0.26824335,6.79424914,90.63336717,0.58409118,0.97043774,-0.69905816,-4.78536917,-1.57910987,-28.69398855,-6.49748176,9.24178565,2.31670316,0,-3.94726052,-1.85985064,-18.03125453,-6.4402239,7.19459052,4.70474879,0,0,0,0
0.325,-0.2280113,6.85324474,90.63877537,0.58416961,0.97050212,-0.69925615,-4.88403994,-1.51504732,-28.69580695,-6.44757265,9.22230649,2.2935129,0,-4.02931363,-1.91290794,-18.06233054,-6.4305246,7.24263116,4.78121184,0,0,0,0
0.33,-0.22892197,6.84857854,90.63862168,0.58420039,0.97050619,-0.69938307,-4.88618876,-1.51375153,-28.69561489,-6.44930366,9.22226439,2.29342653,0,-4.03203965,-1.91371097,-18.06232212,-6.43166386,7.24250041,4.78156329,0,0,0,0
0.335,-0.19400009,6.90848289,90.64064406,0.58426324,0.97056562,-0.69956355,-4.97987246,-1.45980461,-28.68214042,-6.4113024,9.21746012,2.28133504,0,-4.11146609,-1.9597458,-18.0887128,-6.42748798,7.27925945,4.84691038,0,0,0,0
0.34,-0.19454301,6.9039593,90.64042206,0.58428113,0.97056432,-0.6996839,-4.98190294,-1.45917935,-28.68227352,-6.41277198,9.21738831,2.28100175,0,-4.11400519,-1.96031353,-18.08885804,-6.42852528,7.27910082,4.84724148,0,0,0,0
0.345,-0.19445968,6.89971287,90.64029206,0.5842882,0.97055884,-0.69980044,-4.98415884,-1.45857618,-28.68240557,-6.41410731,9.21751365,2.2806518,0,-4.11658488,-1.96112023,-18.0890599,-6.42938013,7.27908871,4.84756851,0,0,0,0
0.35,-0.17370848,6.95908606,90.64333478,0.58431113,0.97060682,-0.69997015,-5.07568944,-1.4226809,-28.67329496,-6.37847131,9.21901404,2.25369789,0,-4.19567769,-1.98967262,-18.13180865,-6.42274206,7.31203822,4.92831455,0,0,0,0
0.355,-0.17309579,6.95484585,90.64338015,0.58429674,0.97059539,-0.70007819,-5.0773837,-1.42294708,-28.67314277,-6.37970471,9.21903218,2.25352729,0,-4.19759738,-1.98959664,-18.13197928,-6.42402103,7.31173127,4.9285105,0,0,0,0
0.36,-0.1722196,6.95072054,90.64351022,0.5842741,0.97058099,-0.70018239,-5.07913314,-1.42352484,-28.67297309,-6.38081611,9.21927607,2.25334175,0,-4.19927447,-1.98940428,-18.13225046,-6.42518769,7.3115192,4.92862017,0,0,0,0
0.365,-0.17114284,6.94660563,90.6437491,0.584243,0.97056414,-0.7002841,-5.0808097,-1.42443175,-28.6727752,-6.38180186,9.21974717,2.25314477,0,-4.20078156,-1.98890776,-18.13263339,-6.42634372,7.31137753,4.92863731,0,0,0,0
0.37,-0.19385251,6.92602642,90.63922448,0.58418883,0.97052019,-0.70036553,-5.05108305,-1.45947164,-28.65167731,-6.41154228,9.26308866,2.24304574,0,-4.1795063,-1.96187952,-18.15798623,-6.43616444,7.30733171,4.94044451,0,0,0,0
0.375,-0.19218669,6.9220002,90.6392546,0.58414491,0.97049987,-0.7004622,-5.05260249,-1.46063226,-28.65163297,-6.41212893,9.26320664,2.24290091,0,-4.18080225,-1.9611228,-18.15822957,-6.43721198,7.30725223,4.94039863,0,0,0,0
0.38,-0.21967452,6.88894718,90.63587275,0.58407151,0.97044691,-0.70053631,-5.01235507,-1.50110685,-28.63740655,-6.43335231,9.28793128,2.24072304,0,-4.1457844,-1.92643115,-18.17333457,-6.44557697,7.30162439,4.93738911,0,0,0,0
0.385,-0.21783898,6.88489247,90.6357814,0.58402457,0.97042481,-0.70063425,-5.01373459,-1.50217777,-28.63742205,-6.43401865,9.28809282,2.24057815,0,-4.14731386,-1.92560078,-18.17340909,-6.44673429,7.30149597,4.93732884,0,0,0,0
0.39,-0.25445421,6.84268944,90.62948814,0.58393849,0.97035837,-0.70069817,-4.95751117,-1.55713583,-28.62202555,-6.46733217,9.32358926,2.24217037,0,-4.10360302,-1.87848785,-18.17972848,-6.45232818,7.29508566,4.92532876,0,0,0,0
0.395,-0.25245945,6.83856695,90.62934535,0.58389035,0.97033636,-0.70079644,-4.9590536,-1.5581756,-28.62209242,-6.46811904,9.32376898,2.24203295,0,-4.10487748,-1.8775706,-18.17982725,-6.45329695,7.29497092,4.92518601,0,0,0,0
0.4,-0.29134706,6.78622498,90.61966813,0.5838049,0.97025882,-0.7008552,-4.8881463,-1.61820364,-28.60788969,-6.50824219,9.36168022,2.24937833,0,-4.05312082,-1.82584103,-18.18063653,-6.45282984,7.28923509,4.90301973,0,0,0,0
0.405,-0.3031658,6.73709161,90.61075414,0.58374443,0.97018913,-0.70091665,-4.82278359,-1.6455483,-28.60755728,-6.54274178,9.38879226,2.26377186,0,-4.00484383,-1.80488472,-18.17290896,-6.45170012,7.28002612,4.86627364,0,0,0,0
0.41,-0.30157231,6.73309501,90.61078424,0.58370026,0.97016823,-0.70101158,-4.82436246,-1.64680185,-28.60758054,-6.54340585,9.38884827,2.26375559,0,-4.00599944,-1.80381896,-18.17285719,-6.45258226,7.2801346,4.8660847,0,0,0,0
0.415,-0.32574623,6.70857312,90.61078584,0.58363662,0.97012171,-0.70111443,-4.80740568,-1.676344,-28.60698188,-6.53750133,9.4003425,2.26663407,0,-3.99204414,-1.76994734,-18.17166401,-6.44077764,7.29894812,4.85983466,0,0,0,0
0.42,-0.35758607,6.66056506,90.59827031,0.58357124,0.97005182,-0.70116283,-4.73205046,-1.73230834,-28.60081106,-6.59604228,9.44813025,2.27963431,0,-3.94505735,-1.72607539,-18.16073514,-6.43886637,7.2844361,4.8243781,0,0,0,0
0.425,-0.35627321,6.65672129,90.59828857,0.58353776,0.97003316,-0.70125424,-4.73338624,-1.73308228,-28.60049896,-6.59696598,9.44792872,2.27993423,0,-3.94613996,-1.72493281,-18.16041016,-6.43984426,7.28445952,4.82425383,0,0,0,0
0.43,-0.37707682,6.63064506,90.59580988,0.58348709,0.96998878,-0.70134736,-4.71193637,-1.7598374,-28.59013551,-6.5954658,9.45224478,2.29179131,0,-3.93119785,-1.69477611,-18.150213,-6.42617373,7.30298649,4.8206388,0,0,0,0
0.435,-0.37609304,6.6268202,90.59527735,0.5834595,0.96997304,-0.70143733,-4.71293512,-1.76087786,-28.59016778,-6.5967863,9.45257926,2.2917452,0,-3.93218377,-1.69378621,-18.14996572,-6.42726237,7.30273217,4.82042215,0,0,0,0
0.44,-0.41003902,6.55614167,90.57694146,0.58340425,0.9698826,-0.70146821,-4.60496594,-1.82312439,-28.58724898,-6.66956161,9.51347715,2.31871055,0,-3.86318265,-1.6445693,-18.13695167,-6.41799395,7.28060539,4.75676254,0,0,0,0
0.445,-0.40927867,6.55233152,90.57677948,0.58338131,0.96986758,-0.70155785,-4.60627611,-1.82385421,-28.58713017,-6.67012719,9.51322038,2.31894004,0,-3.8645039,-1.64365768,-18.13651716,-6.41866323,7.2809422,4.75672688,0,0,0,0
0.45,-0.42310256,6.53256108,90.57304175,0.58334857,0.96983491,-0.70165853,-4.59498518,-1.84017027,-28.58410424,-6.66091593,9.51432462,2.3267065,0,-3.86021499,-1.62150664,-18.1279071,-6.39846103,7.30086305,4.75560868,0,0,0,0
0.455,-0.42251144,6.52884921,90.57293054,0.58332933,0.96982224,-0.70174715,-4.59610204,-1.8408656,-28.58394571,-6.66206026,9.5144426,2.32684894,0,-3.86154936,-1.62061073,-18.12768651,-6.3992924,7.30075802,4.75541721,0,0,0,0
0.46,-0.45151707,6.48792949,90.55710962,0.5832864,0.96976813,-0.70180835,-4.53305413,-1.8910748,-28.5842428,-6.71114771,9.56092048,2.36110966,0,-3.83507461,-1.57599461,-18.11000792,-6.37314459,7.27970623,4.69081853,0,0,0,0
0.465,-0.4508594,6.48423157,90.55703598,0.583272,0.96975764,-0.7018969,-4.53443858,-1.89137841,-28.58417067,-6.71176712,9.56074316,2.36130602,0,-3.83658634,-1.57533399,-18.10972422,-6.37368555,7.27992079,4.69073803,0,0,0,0
0.47,-0.45580203,6.47071229,90.55529479,0.58325253,0.96973644,-0.70199918,-4.52979571,-1.89661958,-28.58359877,-6.70355556,9.56310114,2.36698498,0,-3.83946156,-1.56450935,-18.10671755,-6.35205781,7.29265374,4.68842916,0,0,0,0
0.475,-0.45534695,6.46712171,90.55495981,0.58324116,0.96972774,-0.70208622,-4.53097976,-1.89703969,-28.58352828,-6.70433431,9.56316721,2.36712995,0,-3.84121039,-1.56392647,-18.10650387,-6.35267386,7.29259334,4.68830665,0,0,0,0
0.48,-0.4609054,6.45508868,90.54845756,0.58322685,0.96970832,-0.70218662,-4.52505681,-1.90454123,-28.58239594,-6.7010461,9.5720305,2.37280806,0,-3.84822774,-1.55136039,-18.10645587,-6.32693377,7.29957731,4.68411108,0,0,0,0
0.485,-0.46068155,6.45162098,90.54838546,0.58321707,0.96970137,-0.70227194,-4.52628387,-1.90501131,-28.58215582,-6.70204185,9.57216537,2.37305754,0,-3.85011687,-1.55101362,-18.10640617,-6.32743916,7.2993334,4.68387162,0,0,0,0
0.49,-0.47733658,6.45405007,90.5307172,0.58319398,0.96969766,-0.70236771,-4.52366334,-1.93406876,-28.56801462,-6.72550488,9.59958639,2.40491191,0,-3.88401065,-1.51982424,-18.10224503,-6.27983037,7.27721843,4.65529165,0,0,0,0
0.495,-0.47720918,6.45042442,90.53070681,0.58319017,0.96969037,-0.70245259,-4.52497485,-1.93421646,-28.5683995,-6.72584754,9.59977781,2.40487074,0,-3.88585684,-1.51981694,-18.10243147,-6.28031661,7.27735707,4.65487861,0,0,0,0
0.5,-0.47768363,6.44160488,90.53139369,0.58318124,0.96967586,-0.70255533,-4.52635236,-1.93295921,-28.57650257,-6.71626062,9.60757892,2.40591672,0,-3.89295268,-1.5154398,-18.10773848,-6.26018859,7.28533377,4.64800181,0,0,0,0
0.505,-0.47741191,6.43814697,90.53123168,0.58317529,0.96966968,-0.70263879,-4.52775779,-1.93319309,-28.57653226,-6.71688397,9.60763739,2.40609538,0,-3.89494817,-1.51528898,-18.10756852,-6.26052605,7.28533654,4.64790519,0,0,0,0
0.51,-0.47830256,6.43089684,90.53063684,0.58316552,0.96965859,-0.70274495,-4.5300411,-1.93326118,-28.57884581,-6.70984533,9.61436978,2.4122896,0,-3.90890811,-1.50881926,-18.10622547,-6.23089909,7.29392755,4.64698747,0,0,0,0
0.515,-0.47795251,6.42739265,90.53037385,0.58315743,0.96965413,-0.70283094,-4.53163957,-1.93360005,-28.57884271,-6.71056885,9.6144023,2.41249159,0,-3.91105361,-1.50859311,-18.10593295,-6.23138273,7.29386138,4.64701001,0,0,0,0
