Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
8.56,0.50728223,15.58905737,82.62935536,0.55760159,0.95128481,-4.29275894,-19.4032417,-9.73977748,-12.95402791,-52.41750869,-7.94147369,-5.51682472,0,11.65578815,0.39748815,-9.14895781,-27.40301727,0.55364438,-18.41723419,0,0,0,0
8.565,0.27424635,15.49108592,82.74844525,0.55653321,0.95234719,-4.29980251,-18.14784678,-10.11857055,-12.71593626,-54.16694605,-8.08206743,-7.10375325,0,11.28263595,0.74235428,-9.24842183,-27.34515954,1.14136161,-18.18434038,0,0,0,0
8.57,0.07183098,15.39732003,82.82570573,0.55551555,0.95344116,-4.3067492,-16.87491676,-10.46309488,-12.44477272,-55.85190835,-8.07410012,-8.69600829,0,10.87893421,1.04712822,-9.39998592,-27.24255839,1.70722789,-17.96183391,0,0,0,0
8.575,-0.09140221,15.29048751,82.89420316,0.55454891,0.95456916,-4.31361498,-15.58490469,-10.74143062,-12.16899758,-57.44888385,-7.92555156,-10.28841459,0,10.46466838,1.30240507,-9.56330254,-27.0960967,2.25876661,-17.67457473,0,0,0,0
8.58,-0.21935304,15.17225274,82.9657762,0.55364597,0.95573106,-4.32041164,-14.28748983,-10.95398268,-11.90891973,-58.94672411,-7.65742928,-11.86125914,0,10.04298285,1.51078796,-9.73622167,-26.91501078,2.79886504,-17.30668799,0,0,0,0
8.585,-0.31177879,15.0633092,83.00318394,0.55280393,0.95694607,-4.32713318,-12.99234365,-11.11716715,-11.62500481,-60.34803293,-7.292978,-13.3704806,0,9.58658987,1.68325134,-9.92260602,-26.68985518,3.30188501,-16.99376826,0,0,0,0
8.59,-0.37293616,14.94857194,83.05761498,0.5520165,0.95819645,-4.33379951,-11.70711457,-11.21705803,-11.37655427,-61.63496791,-6.84402714,-14.81250136,0,9.12342542,1.81711471,-10.09777073,-26.43989017,3.78634255,-16.61983525,0,0,0,0
8.595,-0.40792685,14.838679,83.12559571,0.55128277,0.95948856,-4.34042212,-10.44586331,-11.26672797,-11.16577116,-62.80314459,-6.32627427,-16.15385259,0,8.64049213,1.92119279,-10.26003034,-26.16191119,4.25216527,-16.22019711,0,0,0,0
8.6,-0.41863331,14.7317554,83.20961016,0.55060292,0.96081977,-4.34700326,-9.20915479,-11.26654967,-10.99201036,-63.84915987,-5.75129975,-17.37900165,0,8.14104076,1.99771651,-10.4031154,-25.85730947,4.69108876,-15.80171394,0,0,0,0
8.605,-0.41290743,14.63417118,83.31616432,0.5499551,0.96218459,-4.35355469,-8.00882165,-11.23271697,-10.86826399,-64.77116553,-5.12513216,-18.46233901,0,7.62030464,2.05731354,-10.522759,-25.5278915,5.10564429,-15.37400724,0,0,0,0
8.61,-0.39205749,14.54224393,83.44554845,0.54934374,0.96357558,-4.36007955,-6.84329598,-11.16693103,-10.7943059,-65.56708841,-4.45703188,-19.39332732,0,7.08319815,2.10022105,-10.61692724,-25.17562273,5.49749539,-14.93781532,0,0,0,0
8.615,-0.36132263,14.45779062,83.59965999,0.54873957,0.96498364,-4.36657588,-5.71434291,-11.08061024,-10.77060799,-66.23921131,-3.75816434,-20.16200641,0,6.53032586,2.13329358,-10.68600919,-24.80245054,5.86617657,-14.49546282,0,0,0,0
8.62,-0.32733426,14.38437948,83.7792714,0.54814004,0.96640432,-4.37305427,-4.62825117,-10.98446448,-10.79824453,-66.78778658,-3.03112561,-20.76041312,0,5.95779271,2.16492568,-10.72378804,-24.40752378,6.2039131,-14.06365447,0,0,0,0
8.625,-0.28726449,14.32198274,83.98399714,0.54754607,0.96782223,-4.37951599,-3.58521767,-10.87581129,-10.87381472,-67.21597736,-2.30373739,-21.19800086,0,5.36870212,2.18965937,-10.73210667,-23.99916856,6.5469241,-13.61291605,0,0,0,0
8.63,-0.25107381,14.2693465,84.21369051,0.54694224,0.96923361,-4.38595838,-2.58385093,-10.76808897,-10.99326161,-67.52557664,-1.55554458,-21.47368775,0,4.76447301,2.21921818,-10.71483769,-23.57151602,6.84383883,-13.18800243,0,0,0,0
8.635,-0.21740948,14.23205645,84.47131065,0.54633393,0.97063156,-4.39238923,-1.63225397,-10.6595349,-11.15865181,-67.71744365,-0.82375687,-21.62515067,0,4.14158775,2.24768446,-10.67999189,-23.13372651,7.13320339,-12.74146143,0,0,0,0
8.64,-0.19618645,14.19737904,84.74349684,0.54570506,0.97198585,-4.39879962,-0.70655002,-10.56710949,-11.35011791,-67.80739337,-0.08492092,-21.60641593,0,3.51260964,2.29320931,-10.60777394,-22.67870511,7.39402592,-12.34975552,0,0,0,0
8.645,-0.18185247,14.18112378,85.04410884,0.54506169,0.97330857,-4.40520843,0.16417158,-10.48166158,-11.5838346,-67.78593704,0.62870569,-21.48819474,0,2.86500273,2.33800427,-10.53190845,-22.22202418,7.66441942,-11.90338917,0,0,0,0
8.65,-0.17605074,14.17011034,85.36185261,0.54440684,0.97458291,-4.41160627,1.00056258,-10.40640213,-11.84428922,-67.66229949,1.33066282,-21.25084187,0,2.2107618,2.3889917,-10.43423662,-21.75623353,7.91216263,-11.48030594,0,0,0,0
8.655,-0.18154506,14.1602536,85.69550454,0.5437289,0.97579085,-4.41798448,1.81017931,-10.34588814,-12.12750395,-67.44351824,2.01588853,-20.90575443,0,1.55678221,2.45056988,-10.30893959,-21.28485139,8.14853183,-11.08613198,0,0,0,0
8.66,-0.20347894,14.18282977,86.04521624,0.54305139,0.97695715,-4.42437751,2.55228867,-10.30494287,-12.43363595,-67.12545591,2.67255508,-20.51913973,0,0.8665821,2.51722408,-10.20872325,-20.81110574,8.39683475,-10.62525234,0,0,0,0
8.665,-0.23038515,14.19352453,86.40157998,0.54236365,0.97803725,-4.43074542,3.28476611,-10.26917187,-12.74991391,-66.72052948,3.31499552,-20.05011214,0,0.19216164,2.58600416,-10.08404098,-20.33679459,8.62925071,-10.2103109,0,0,0,0
8.67,-0.27321562,14.22200234,86.77220705,0.54166778,0.97905821,-4.4371255,3.96719971,-10.25144337,-13.08220706,-66.22338644,3.91999057,-19.55370694,0,-0.50383835,2.66202834,-9.96777837,-19.85733642,8.86557763,-9.75716622,0,0,0,0
8.675,-0.32289274,14.24833215,87.14940005,0.54096478,0.97999187,-4.44349123,4.62719157,-10.24170381,-13.42410817,-65.64267909,4.50218373,-19.02359285,0,-1.19393006,2.73793728,-9.84724111,-19.38215096,9.10419575,-9.31140372,0,0,0,0
8.68,-0.38509075,14.28090183,87.53231041,0.5402616,0.9808482,-4.44985632,5.25416836,-10.24541529,-13.77157802,-64.97875114,5.05209158,-18.47880952,0,-1.89093416,2.81776455,-9.73547292,-18.90582834,9.34347647,-8.84633487,0,0,0,0
8.685,-0.45559428,14.31136783,87.91892185,0.53955968,0.98161306,-4.45622219,5.85840154,-10.25636401,-14.12058066,-64.23703629,5.57642122,-17.92739271,0,-2.58498341,2.89750633,-9.62953644,-18.43153112,9.58469737,-8.37567936,0,0,0,0
8.69,-0.53448999,14.33962853,88.30623008,0.53886027,0.98228656,-4.46258431,6.44079874,-10.27581259,-14.46918261,-63.41884956,6.07407178,-17.37089931,0,-3.27510076,2.97841425,-9.52685223,-17.96069596,9.83010922,-7.90293293,0,0,0,0
8.695,-0.61678462,14.36041899,88.69574255,0.53816373,0.98285879,-4.46894349,7.00783957,-10.29796703,-14.81735939,-62.5287201,6.53128893,-16.8095991,0,-3.95498998,3.05724589,-9.40858017,-17.49645351,10.10098831,-7.44362279,0,0,0,0
8.7,-0.70653181,14.38674359,89.08107383,0.53749682,0.98335846,-4.47530916,7.54170977,-10.32120956,-15.15674551,-61.55973057,6.96844455,-16.28272406,0,-4.63516542,3.11966893,-9.38993495,-17.04574218,10.35975516,-6.84733844,0,0,0,0
8.705,-0.81906866,14.40219792,89.46691156,0.53681007,0.98374766,-4.48167272,8.0688215,-10.37463077,-15.48922534,-60.53334358,7.39098779,-15.71670396,0,-5.31286686,3.21862369,-9.2824568,-16.57522854,10.60117785,-6.40662071,0,0,0,0
8.71,-0.93453061,14.41588858,89.8481256,0.53613943,0.98404807,-4.48804461,8.57361457,-10.42808569,-15.8120982,-59.43898467,7.76952557,-15.16233903,0,-5.98594681,3.30883445,-9.20561773,-16.11485498,10.86529858,-5.91130235,0,0,0,0
8.715,-1.0567157,14.42234165,90.23339676,0.53548905,0.98425751,-4.49442354,9.0600657,-10.48492235,-16.13040061,-58.27894059,8.12386501,-14.6047729,0,-6.64714865,3.39516214,-9.13879665,-15.66596637,11.13333736,-5.40640012,0,0,0,0
8.72,-1.18804389,14.42371563,90.60922954,0.53485536,0.98437118,-4.50081357,9.53012338,-10.54530029,-16.42322284,-57.05960511,8.47249453,-14.03738765,0,-7.30339415,3.48878979,-9.06559934,-15.22001988,11.4036822,-4.92316962,0,0,0,0
8.725,-1.31876017,14.41830165,90.98737626,0.53424441,0.98439766,-4.50720791,9.981189,-10.59960497,-16.70809528,-55.77624684,8.76666051,-13.48310818,0,-7.93755841,3.5615898,-9.05584133,-14.80747084,11.71428649,-4.32032252,0,0,0,0
8.73,-1.47572334,14.41384327,91.35748389,0.53362603,0.9843436,-4.51362548,10.41075073,-10.68542554,-16.97058358,-54.44551621,9.053487,-12.8669078,0,-8.59253091,3.67652805,-8.95950566,-14.35960164,11.97781091,-3.88750554,0,0,0,0
8.735,-1.64079633,14.40918639,91.72830405,0.53302623,0.98420924,-4.52006146,10.81462842,-10.77426919,-17.21560369,-53.06082904,9.3101404,-12.23764392,0,-9.24101298,3.78697037,-8.89384534,-13.93039342,12.26002532,-3.39586554,0,0,0,0
8.74,-1.81183771,14.40027271,92.09400893,0.53244687,0.98399326,-4.52651315,11.19790557,-10.86545056,-17.44270184,-51.62402107,9.54781565,-11.5848372,0,-9.88215601,3.89867134,-8.82403254,-13.51262787,12.55192016,-2.91233551,0,0,0,0
8.745,-1.99386692,14.39276532,92.45937056,0.53188058,0.98370368,-4.53298978,11.55420749,-10.96429821,-17.64827289,-50.14139627,9.76192686,-10.89524624,0,-10.52472493,4.01432034,-8.76201581,-13.10207939,12.84707959,-2.41731149,0,0,0,0
8.75,-2.16948065,14.37638818,92.8225,0.53134903,0.9833341,-4.53948343,11.8924774,-11.04825125,-17.83385276,-48.60855416,9.94236529,-10.1901815,0,-11.13836468,4.10344551,-8.77365202,-12.73640351,13.18325395,-1.79838505,0,0,0,0
8.755,-2.3566754,14.37162938,93.18721736,0.53080324,0.98290976,-4.54600347,12.18880491,-11.14739663,-18.01143937,-47.03339886,10.10310787,-9.43106771,0,-11.78460992,4.22165553,-8.62761955,-12.33854248,13.49384636,-1.42292393,0,0,0,0
8.76,-2.57245985,14.36997127,93.53723293,0.53028672,0.98240404,-4.55255653,12.46752271,-11.27114796,-18.13995237,-45.43852738,10.27490527,-8.61610709,0,-12.42688336,4.34782952,-8.64008046,-11.96509715,13.79602882,-0.83218262,0,0,0,0
8.765,-2.78999523,14.38320849,93.89302853,0.52976493,0.98185342,-4.55913659,12.69751465,-11.39478526,-18.26195325,-43.80313716,10.41910084,-7.78018619,0,-13.09929734,4.48466828,-8.51521788,-11.57254259,14.08924696,-0.43429167,0,0,0,0
8.77,-3.00942495,14.39382166,94.24513467,0.52925847,0.98123193,-4.56573914,12.90575395,-11.51931318,-18.3664596,-42.14070001,10.5418314,-6.90620182,0,-13.76137077,4.61353327,-8.41448584,-11.20293603,14.39607042,-0.00280857,0,0,0,0
8.775,-3.21634019,14.41205777,94.59631601,0.52876904,0.98055324,-4.57236145,13.07652485,-11.625787,-18.45940914,-40.44547927,10.62810432,-6.03129561,0,-14.42236751,4.72255492,-8.28466357,-10.85935943,14.7452554,0.39879283,0,0,0,0
8.78,-3.45240156,14.42996492,94.93753633,0.52828247,0.97980891,-4.57901183,13.23183097,-11.76722152,-18.52657525,-38.74859311,10.72800486,-5.09659605,0,-15.08921353,4.85506739,-8.21190059,-10.51186101,15.0376157,0.86257462,0,0,0,0
8.785,-3.67017788,14.45956876,95.28289511,0.52781652,0.97901722,-4.58568323,13.34232271,-11.88366031,-18.5874469,-37.02407262,10.79125473,-4.18788286,0,-15.75471939,4.95900302,-8.09742027,-10.19903121,15.37260873,1.28025632,0,0,0,0
8.79,-3.88286797,14.49511791,95.62430983,0.52735494,0.97816652,-4.59236792,13.42622518,-11.99509982,-18.63818572,-35.29460742,10.82031307,-3.2967006,0,-16.42099956,5.05396688,-7.9556359,-9.90373742,15.74181348,1.66542934,0,0,0,0
8.795,-4.11099374,14.52764819,95.9594917,0.52689545,0.97725937,-4.59907741,13.49585423,-12.1326975,-18.68982848,-33.57585636,10.85499268,-2.3640264,0,-17.08208309,5.15850167,-7.83976059,-9.61933873,16.06731355,2.07252369,0,0,0,0
8.8,-4.32626264,14.56141328,96.29226936,0.52644743,0.97629979,-4.60579988,13.54437885,-12.25767371,-18.73991867,-31.86181645,10.85157647,-1.47701608,0,-17.73086378,5.2432679,-7.70424661,-9.36655006,16.41951963,2.45434228,0,0,0,0
8.805,-4.53792408,14.59681536,96.62263557,0.52599752,0.97528931,-4.61252832,13.57466604,-12.3882196,-18.80701858,-30.16651871,10.82544031,-0.60396942,0,-18.36804542,5.31821221,-7.55978708,-9.14313702,16.78222779,2.82393899,0,0,0,0
8.81,-4.74498297,14.63327139,96.95335639,0.52555689,0.97423628,-4.61927002,13.58619635,-12.51931791,-18.88770405,-28.49332656,10.77729122,0.22525583,0,-18.99130722,5.38049805,-7.39867718,-8.95424629,17.1587135,3.1693083,0,0,0,0
8.815,-4.94614448,14.68252619,97.27884573,0.52512204,0.97314878,-4.62602697,13.57120458,-12.64792247,-18.97778978,-26.85428875,10.72089043,1.00533202,0,-19.61586701,5.4310321,-7.22135131,-8.79466523,17.55343871,3.48324194,0,0,0,0
8.82,-5.14371361,14.70885908,97.61450784,0.52467638,0.97201093,-4.63278009,13.56875098,-12.79684567,-19.13930652,-25.26517734,10.63842139,1.79487378,0,-20.19230365,5.46785655,-7.03704272,-8.68119632,17.94565731,3.80417138,0,0,0,0
8.825,-5.31989356,14.75838072,97.93012231,0.52425834,0.97086146,-4.63955673,13.53171555,-12.9134186,-19.28165127,-23.7133043,10.5472002,2.4755932,0,-20.783337,5.48161091,-6.84298328,-8.58860958,18.35822466,4.07075849,0,0,0,0
8.83,-5.51180587,14.786061,98.26900322,0.52380515,0.96967201,-4.64631854,13.50932425,-13.079238,-19.53333098,-22.2373812,10.43699959,3.18674173,0,-21.32099025,5.49790942,-6.64145104,-8.55819377,18.75764158,4.34691077,0,0,0,0
8.835,-5.67973814,14.79579889,98.60337747,0.52336211,0.96844033,-4.65309846,13.50357421,-13.23336538,-19.8394581,-20.83512857,10.33709115,3.87184244,0,-21.81985659,5.48621823,-6.43085754,-8.563613,19.18439227,4.61064151,0,0,0,0
8.84,-5.84322542,14.82981769,98.93481193,0.5229229,0.96722976,-4.65987981,13.46389998,-13.38221676,-20.17503434,-19.49687694,10.21644112,4.47652647,0,-22.3267247,5.46191706,-6.22521606,-8.60371185,19.59643555,4.83350721,0,0,0,0
8.845,-5.95580954,14.79875558,99.27340864,0.52251572,0.9659621,-4.66666417,13.47907679,-13.47392734,-20.49054615,-18.20685069,10.09412725,4.87153734,0,-22.7230639,5.38386983,-5.97326601,-8.70751812,20.02247715,4.99266228,0,0,0,0
8.85,-6.13482195,14.83931036,99.6033817,0.52201992,0.96471958,-4.67346491,13.45532398,-13.70304387,-21.10610066,-17.11564803,10.01146497,5.70304469,0,-23.21155781,5.36742117,-5.78714205,-8.80734941,20.4435007,5.23716591,0,0,0,0
8.855,-6.26244596,14.83807221,99.93955038,0.52156951,0.96346734,-4.68027,13.45536012,-13.85946843,-21.67736147,-16.06469622,9.91812652,6.27612552,0,-23.61025693,5.29277663,-5.58269205,-8.97756388,20.85894013,5.40729341,0,0,0,0
8.86,-6.37852178,14.82509974,100.27582014,0.52111435,0.96220822,-4.68708873,13.47295903,-14.01845805,-22.32882216,-15.12504044,9.84080003,6.84593579,0,-23.97765864,5.204096,-5.38005623,-9.18186974,21.27384518,5.56346631,0,0,0,0
8.865,-6.4805052,14.80459839,100.60993234,0.52065587,0.9609536,-4.69392431,13.50211321,-14.1736409,-23.05091244,-14.29426815,9.77737546,7.39975746,0,-24.31581415,5.09925982,-5.18959972,-9.42428069,21.68282422,5.70168715,0,0,0,0
8.87,-6.56740667,14.78658878,100.94129808,0.5202065,0.95972174,-4.70078823,13.52866096,-14.31679457,-23.82373443,-13.56792774,9.73363822,7.91697927,0,-24.64008219,4.97536978,-5.0146406,-9.69580087,22.07576456,5.82475409,0,0,0,0
8.875,-6.64105288,14.75762396,101.2693078,0.51975808,0.95849828,-4.70767961,13.57120993,-14.45666284,-24.6515368,-12.95695247,9.71177884,8.41847482,0,-24.93211964,4.83749583,-4.858328,-10.00478143,22.45647055,5.93563259,0,0,0,0
8.88,-6.69847052,14.73224362,101.58968847,0.51931955,0.9573025,-4.71460942,13.6102012,-14.58149633,-25.50492208,-12.4513627,9.70623719,8.8748568,0,-25.21265357,4.68199567,-4.72594421,-10.340654,22.81873843,6.03137858,0,0,0,0
8.885,-6.74155022,14.71056917,101.90211125,0.51889201,0.95613641,-4.72158064,13.64707465,-14.69455956,-26.37920639,-12.05623404,9.71803086,9.28569369,0,-25.48005421,4.51057711,-4.6252484,-10.70739657,23.15458986,6.11018245,0,0,0,0
8.89,-6.76912132,14.68318917,102.20691657,0.518483,0.95500056,-4.72860628,13.68319006,-14.79028075,-27.2371161,-11.75383955,9.74858309,9.63172609,0,-25.72982083,4.32322531,-4.54373366,-11.09404182,23.45858678,6.17960082,0,0,0,0
8.895,-6.77786763,14.67646242,102.49349993,0.51809678,0.95391421,-4.73568637,13.68801964,-14.85478547,-28.05768607,-11.52956566,9.77847522,9.91043234,0,-25.98632744,4.11708575,-4.49545467,-11.50799765,23.73865827,6.22075879,0,0,0,0
8.9,-6.77463934,14.66331273,102.77196449,0.51772973,0.95285865,-4.74283936,13.70132791,-14.91264678,-28.85855598,-11.41923313,9.82694966,10.12508475,0,-26.23621887,3.89860315,-4.46200676,-11.92099474,23.97691178,6.26724626,0,0,0,0
8.905,-6.75243754,14.66338454,103.03355549,0.51739874,0.95186033,-4.75005994,13.68135278,-14.93222073,-29.57328188,-11.36281875,9.86903034,10.24191477,0,-26.48645938,3.66042029,-4.45017346,-12.35699695,24.17298038,6.28108443,0,0,0,0
8.91,-6.71948744,14.63930253,103.28043913,0.51710942,0.95088958,-4.75732563,13.67249472,-14.91761854,-30.09253632,-11.35314991,9.87226266,10.08824863,0,-26.70412067,3.4235298,-4.40012152,-12.80309758,24.31552889,6.2160542,0,0,0,0
8.915,-6.68097819,14.68017698,103.51680256,0.51684201,0.95001984,-4.76471099,13.57720144,-14.90643777,-30.75981545,-11.43790711,9.92060477,10.25190935,0,-26.98325473,3.15327813,-4.46086632,-13.27051717,24.41752114,6.26323113,0,0,0,0
8.92,-6.63176706,14.66045684,103.73840852,0.51662196,0.94914362,-4.77213573,13.53577981,-14.85872767,-31.12830243,-11.56065776,9.94619384,10.04018263,0,-27.18654738,2.89737378,-4.42295031,-13.75549272,24.4537601,6.16599121,0,0,0,0
8.925,-6.53671721,14.6936974,103.93687582,0.51646106,0.94839693,-4.77968266,13.40165301,-14.73484565,-31.50597191,-11.68591666,9.87748111,9.88422772,0,-27.43843093,2.57994664,-4.44949972,-14.24073792,24.43274058,6.09716172,0,0,0,0
8.93,-6.45305771,14.69871571,104.1330259,0.51632622,0.94766441,-4.78728544,13.29224667,-14.62485593,-31.77673948,-11.88709368,9.81108563,9.67146815,0,-27.64842501,2.27718151,-4.43085889,-14.75524538,24.37352647,6.01050655,0,0,0,0
8.935,-6.34198521,14.7212505,104.31097604,0.51626176,0.94702169,-4.79498265,13.13425548,-14.45522064,-31.94919345,-12.08582252,9.68120608,9.41543932,0,-27.85756715,1.93897931,-4.42908967,-15.29636651,24.2387244,5.9198103,0,0,0,0
8.94,-6.20858814,14.74795958,104.4661687,0.51627088,0.94644709,-4.80277138,12.95212564,-14.21765644,-31.88243317,-12.27953909,9.51495078,8.9133101,0,-28.05356641,1.57295974,-4.45963998,-15.86147108,24.03208075,5.87169772,0,0,0,0
8.945,-6.0679299,14.74608818,104.61800788,0.51631797,0.94592071,-4.81060315,12.77621676,-13.96709475,-31.76198731,-12.4795889,9.25624382,8.45032062,0,-28.18393964,1.20490537,-4.42723949,-16.48711698,23.77217015,5.76044513,0,0,0,0
8.95,-5.90805997,14.73291282,104.76797946,0.51641575,0.9454603,-4.81851049,12.59482683,-13.68348495,-31.56441322,-12.69176935,8.9337714,7.93342534,0,-28.27459582,0.81317951,-4.36093788,-17.1533233,23.44247356,5.63251499,0,0,0,0
8.955,-5.7353444,14.70071244,104.90073106,0.51655035,0.94507117,-4.82646918,12.42352736,-13.37304285,-31.25843101,-12.90776159,8.48710306,7.33005082,0,-28.31936808,0.41468162,-4.28677505,-17.85320441,23.02009199,5.50488872,0,0,0,0
8.96,-5.54206867,14.6590186,105.02500174,0.51674931,0.94475957,-4.83447971,12.2390983,-13.02378951,-30.88624355,-13.09944983,7.94545236,6.72761281,0,-28.30785958,-0.00674272,-4.19018659,-18.62287479,22.52522984,5.36606979,0,0,0,0
8.965,-5.33291716,14.60803404,105.14386606,0.5169871,0.94452503,-4.84253157,12.05126412,-12.64923562,-30.45784899,-13.28514272,7.30934028,6.09812843,0,-28.24025863,-0.44515133,-4.07221999,-19.4602212,21.94858281,5.21838129,0,0,0,0
8.97,-5.10526698,14.5451973,105.25703929,0.51725121,0.94437217,-4.85061913,11.86601398,-12.25116469,-29.98329124,-13.46419911,6.57692045,5.43952674,0,-28.11085643,-0.9015529,-3.94124069,-20.36555205,21.2770408,5.06312127,0,0,0,0
8.975,-4.86325839,14.47615102,105.3582193,0.51755477,0.94430621,-4.85872563,11.68103004,-11.83459843,-29.48244828,-13.63480834,5.74277765,4.76809358,0,-27.92030419,-1.36931613,-3.80563721,-21.34735263,20.51016657,4.89781234,0,0,0,0
8.98,-4.61037972,14.40130622,105.45831509,0.51787805,0.94433064,-4.86684135,11.49454295,-11.40880634,-28.97655977,-13.79939691,4.83475914,4.0885665,0,-27.66415251,-1.84841157,-3.65503887,-22.41032453,19.63886094,4.72194767,0,0,0,0
8.985,-4.34361124,14.32826214,105.54514631,0.51822381,0.9444436,-4.87496026,11.30979851,-10.97167382,-28.46781183,-13.97047992,3.87123295,3.38759155,0,-27.34908902,-2.33753753,-3.51568884,-23.55375474,18.65542894,4.52597152,0,0,0,0
8.99,-4.06884421,14.25486295,105.63194716,0.51857509,0.94464623,-4.88306543,11.12404034,-10.53481959,-27.98738692,-14.14696857,2.89331003,2.69310857,0,-26.96579733,-2.83412073,-3.36905711,-24.78570226,17.55228473,4.3048009,0,0,0,0
8.995,-3.79177008,14.19178563,105.70496028,0.51893432,0.94494873,-4.89115365,10.93126347,-10.1028359,-27.53447232,-14.33592344,1.9106925,2.02692604,0,-26.53202991,-3.32819534,-3.24194203,-26.09383176,16.32028265,4.05014179,0,0,0,0
9,-3.50701702,14.14337026,105.75656417,0.51930388,0.94533564,-4.89921078,10.73939884,-9.66930828,-27.10155014,-14.55424733,0.95995179,1.33840442,0,-26.04818438,-3.82297716,-3.151036,-27.48196693,14.96238997,3.74342813,0,0,0,0
9.005,-3.21609221,14.11178699,105.80049074,0.51966891,0.94581713,-4.90723857,10.52977679,-9.23337021,-26.70533918,-14.78135921,0.08801642,0.68954935,0,-25.51280577,-4.32378969,-3.08301593,-28.9497877,13.47035881,3.38132379,0,0,0,0
9.01,-2.93199109,14.08669527,105.83798092,0.52002465,0.94637438,-4.91520564,10.31924643,-8.81519796,-26.35298523,-15.03212223,-0.68751287,0.07784799,0,-24.91539657,-4.81326858,-3.03204957,-30.4945182,11.84479768,2.94954101,0,0,0,0
9.015,-2.66037383,14.06251559,105.87851872,0.52035388,0.94700905,-4.92310413,10.10700364,-8.4259617,-26.07754021,-15.30409884,-1.35043567,-0.44469701,0,-24.24898214,-5.2873024,-2.98860624,-32.11223347,10.08873663,2.4380852,0,0,0,0
9.02,-2.36801483,14.08096522,105.87734332,0.52070982,0.94771727,-4.9309519,9.86984062,-8.00061966,-25.78231429,-15.5966083,-1.88735393,-0.99958053,0,-23.56720888,-5.77937258,-3.03408143,-33.78512831,8.23140822,1.80919294,0,0,0,0
9.025,-2.09191637,14.09603819,105.88391254,0.52103628,0.94848985,-4.93870986,9.63011107,-7.60786798,-25.57439493,-15.90210174,-2.29252036,-1.43806605,0,-22.81499084,-6.25427761,-3.08383965,-35.51673853,6.26967784,1.07675548,0,0,0,0
9.03,-1.81170726,14.12521261,105.88028433,0.52135818,0.9493227,-4.94639112,9.36838387,-7.20648067,-25.39531646,-16.19687754,-2.55224669,-1.81007485,0,-22.01562631,-6.73239388,-3.16484906,-37.29534833,4.23669527,0.21522525,0,0,0,0
9.035,-1.52630342,14.16921468,105.86840153,0.52168073,0.95020486,-4.95398711,9.0852721,-6.79484559,-25.24829304,-16.48226001,-2.67817041,-2.12554856,0,-21.17228538,-7.21802114,-3.27802274,-39.11407304,2.1712954,-0.78551281,0,0,0,0
9.04,-1.23971557,14.22243123,105.84687927,0.52199291,0.95113156,-4.96148796,8.78693919,-6.38004326,-25.13470024,-16.758262,-2.68892642,-2.3856037,0,-20.28632443,-7.70359682,-3.42111893,-40.9587487,0.09840231,-1.93302273,0,0,0,0
9.045,-0.92780167,14.30216479,105.84133191,0.52229398,0.95210056,-4.96891326,8.44546995,-5.93622699,-25.12148251,-17.00786666,-2.59452048,-2.55327406,0,-19.36744241,-8.23196458,-3.56466067,-42.8317273,-1.91292842,-3.20543817,0,0,0,0
9.05,-0.66542294,14.3444455,105.81152893,0.52257111,0.95309056,-4.97620474,8.11942808,-5.53632749,-25.02179976,-17.21318235,-2.39511085,-2.71735539,0,-18.38323426,-8.67496129,-3.72027501,-44.69880666,-3.89692449,-4.66721229,0,0,0,0
9.055,-0.38150667,14.40685806,105.79133739,0.52283348,0.95410825,-4.9834143,7.75782782,-5.10948931,-24.9982788,-17.38656681,-2.13539783,-2.82402971,0,-17.37272331,-9.15142391,-3.88490774,-46.57203699,-5.74140922,-6.25519773,0,0,0,0
9.06,-0.10172445,14.47064097,105.78441945,0.52306539,0.95514935,-4.99052748,7.36930034,-4.68208745,-25.01610563,-17.51316936,-1.81467338,-2.87955764,0,-16.32626478,-9.62081205,-4.03398377,-48.43615445,-7.44019045,-7.97224601,0,0,0,0
9.065,0.17114859,14.53245655,105.79235403,0.52326338,0.95621178,-4.99755209,6.95080851,-4.25402949,-25.06629485,-17.57909021,-1.44683106,-2.88636128,0,-15.24642461,-10.07793562,-4.16578048,-50.27899146,-8.96649816,-9.80513853,0,0,0,0
9.07,0.43220404,14.59108545,105.8146275,0.52342299,0.95729096,-5.004489,6.50849674,-3.83317345,-25.15144202,-17.5948188,-1.05293295,-2.85983871,0,-14.13808897,-10.51590426,-4.28408465,-52.08860906,-10.30644163,-11.73956724,0,0,0,0
9.075,0.68112341,14.64811745,105.85763875,0.52354002,0.95838844,-5.01135113,6.03458704,-3.41607037,-25.27003079,-17.54894675,-0.64146042,-2.80379476,0,-13.00669781,-10.93446852,-4.38110842,-53.85380585,-11.44150454,-13.74847941,0,0,0,0
